
Unit Economics,,,,,,,,,,,,,,,,,,,,,Manning Cost,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,, Margin ,15%,,,, Hot Kitchen Employee Cost ,,,,,,,,,,Packaging Employee Cost & QC Cost,,,,,,,,,,,,,
2,Veg Carrot Cut,0.04,1.5,28,41,,,,,,,,,1.5
3,Veg Cauliflower Cut,0.16,6,30,179,,,,,,,,,6
4,Green Peas Frozen Safal,0.05,2,77,154,,,,,,,,,2
5,Onion Peeled Dices,0.16,6,31,187,,,,,,,,,6
6,Veg Capsicum Green Cleaned ,0.13,5,59,294,,,,,,,,,5
7,Refined Oil Mahakosh,0.03,1,114,114,,,,,,,,,1
8,Spice Jeera (Cumin) Whole,0.00,0.01,632,6,,,,,,,,,0.01
9,Spice Whole Red Chilli Thin,0.00,0.02,330,7,,,,,,,,,0.02
10,Veg Red Onion Chopped,0.03,1,34,34,,,,,,,,,1
11,Veg Paste Ginger Garlic,0.04,1.5,90,135,,,,,,,,,1.5
12,Veg Green Chilli Chopped,0.00,0.02,53,1,,,,,,,,,0.02
13,Everest Haldi Powder,0.00,0.01,188,2,,,,,,,,,0.01
14,Spice Chilli Powder Kashmiri Catch,0.00,0.15,740,111,,,,,,,,,0.15
15,Kolhapuri Masala,0.00,0.12,434,52,,,,,,,,,0.12
16,Tomato Puree Fresh,0.21,8,31,248,,,,,,,,,8
17,Veg Curry Leaves,0.00,0.02,90,2,,,,,,,,,0.02
18,Spice Kitchen King Masala,0.00,0.1,500,50,,,,,,,,,0.1
19,Spice Kasturi Methi Catch,0.00,0.05,670,34,,,,,,,,,0.05
20,Veg Coriander Chopped,0.01,0.2,54,11,Photo,,,,,,,,0.2
21,Water For Cooking,0.32,12,1,12,,,,,,,,,12
22,,,0,#N/A,,,,,,,,,,
23,,,10,#N/A,,,,,,,,,,
24,,,,#N/A,,,,,,,,,,
25,,,,#N/A,,,,,,,,,,
Total Qty,,1.22,56.2,#N/A,1739,,,,,,,,,
15%,Yield Qty,1.0,39.3,Per Kg,44,,,,,,,,,


Andhra Veg Korma,,,,,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,,,,,
,,1,50,,,,,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,,,,,
1,Veg Lauki Cleaned,0.12,6.00,41,245,"1. Blanch all vegetables in salt water.
2. Lightly fry the cashew.
3. Blend together brown onion, curd, coconut and fried cashew.
4. Mix together ginger garlic paste, haldi, deggi mirch , dhania powder, jeera powder, and water.
5. Heat oil in vessel and add bayleaf, clove, cardamom, cinnamon and saute.
6. Add ginger garlic masala mix and then cook the same till the masala releases oil.
7. Add onion-kaju paste and then cook till the masala releases oil. 
8.  Add water and the vegetables.
9. Add sugar, kasturi methi, garam masala powder and then finish with keora and cream.",,,,,,,,
2,Veg Carrot Cut,0.14,7.00,28,193,,,,,,,,,
3,Veg Cauliflower Cut,0.14,7.00,30,209,,,,,,,,,
4,Green Peas Frozen Safal,0.03,1.50,77,116,,,,,,,,,
5,Veg Red Onion Chopped,0.12,6.00,34,202,,,,,,,,,
6,Veg Tomato Chopped,0.06,3.00,23,69,,,,,,,,,
7,Spice Tej Patta (Bay Leaf),0.00,0.05,168,8,,,,,,,,,
8,Spice Cinnamon Stick (Whole),0.00,0.05,303,15,,,,,,,,,
9,Spice Cardamom Green,0.00,0.05,2188,109,,,,,,,,,
10,Spice Black Cardamom,0.00,0.05,1325,66,,,,,,,,,
11,Spices Dhaniya Whole,0.01,0.25,144,36,,,,,,,,,
12,Sesame Seeds White,0.00,0.15,273,41,,,,,,,,,
13,Spice Jeera (Cumin) Whole,0.01,0.30,632,190,,,,,,,,,
14,Dessicated Coconut,0.06,3.00,300,900,,,,,,,,,
15,Veg Paste Ginger Garlic,0.03,1.25,90,113,,,,,,,,,
16,Refined Oil Mahakosh,0.03,1.50,114,171,,,,,,,,,
17,Water For Cooking,0.40,20.00,1,20,,,,,,,,,
18,Spice Deggi Mirch Mdh,0.01,0.25,949,237,,,,,,,,,
19,Everest Haldi Powder,0.00,0.15,188,28,,,,,,,,,
20,Veg Coriander Chopped,0.01,0.50,54,27,Photo,,,,,,,,









Total Qty,,1.16,58.1,#N/A,2994,,,,,,,,,
12%,Yield Qty,1.0,51.1,Per Kg,59,,,,,,,,,


Aloo Matar,,,,,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,,,,,
,,1,30,,,,,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,,,,,
1,Refined Oil Mahakosh,0.030,0.90,114,103,"1. Boil potato, peas. In a grinder, blend tomatoes, green chillies, ginger, garlic and form a smooth puree.

2. Heat oil, add jeera, crushed coriander seeds, hing, chopped onions and brown them well, add besan and cook. Add tomato puree & cook.

3. Add all dry spices and cook for 5 mins.

4. Add boiled and cubed potato and peas and cook till the masala is cooked.

5. Finish with coriander fresh and serve hot.",,,,,,,,
2,Veg Garlic Peeled/Chopped,0.006,0.19,209,39,,,,,,,,,
3,Veg Tomato Whole,0.110,3.30,32,104,,,,,,,,,
4,Hing Powder,0.002,0.06,2042,123,,,,,,,,,
5,Spice Jeera (Cumin) Whole,0.002,0.07,632,41,,,,,,,,,
6,Spices Dhaniya Whole,0.002,0.05,144,7,,,,,,,,,
7,Spice Kitchen King Masala,0.003,0.09,500,47,,,,,,,,,
8,Spice Chilli Powder Kashmiri Catch,0.002,0.05,740,35,,,,,,,,,
9,Everest Haldi Powder,0.003,0.09,188,18,,,,,,,,,
10,Salt Tata,0.019,0.56,28,16,,,,,,,,,
11,Veg Coriander Chopped,0.005,0.14,54,8,,,,,,,,,
12,Spice Kasturi Methi Catch,0.001,0.02,670,13,,,,,,,,,
13,Veg Ginger Chopped,0.004,0.12,145,17,,,,,,,,,
14,Veg Green Chilli Chopped,0.002,0.05,53,2,,,,,,,,,
15,Veg Potato Peeled,0.300,9.00,17,155,,,,,,,,,
16,Green Peas Frozen Safal,0.300,9.00,77,693,,,,,,,,,
17,Water For Cooking,0.350,10.50,1,11,,,,,,,,,
18,Veg Red Onion Chopped,0.05,1.50,34,50,,,,,,,,,
19,Besan,0.02,0.6,107,64,,,,,,,,,
20,,,0,,0,Photo,,,,,,,,
21,,,0,,0,,,,,,,,,
22,,,0,,0,,,,,,,,,
23,,,0,,0,,,,,,,,,
24,,,0,,0,,,,,,,,,
25,,,0,,0,,,,,,,,,
Total Qty,,1.21,36.3,,1545,,,,,,,,,
17%,Yield Qty,1.0,30.1,Per Kg,51,,,,,,,,,


Vegetable Methi Malai,,,,,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,,,,,
,,1,12,,,,,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,,,,,
1,Refined Oil Mahakosh,0.05,0.6,114,68,"1. Cut all the vegetables and flash fry the gobhi and boil the peas.
2. In a large vessel heat oil and then add jeera, ginger garlic paste and saute.
3. Add chopped onion and cook till brown and then add tomatoes.
4. Add all the powdered spices and then cook till the oil is relased from the gravy. 
5. Add all the vegetables and mix weill.
6. Garnish with chopped corriander and chopped chilli",,,,,,,,
2,Spice Jeera (Cumin) Whole,0.00,0.0,632,30,,,,,,,,,
3,Veg Paste Ginger Garlic,0.01,0.1,90,10,,,,,,,,,
4,Onion-Tomato Gravy,0.38,4.6,25,114,,,,,,,,,
5,White Gravy,0.05,0.6,82,49,,,,,,,,,
6,Spice Kasturi Methi Catch,0.02,0.2,670,121,,,,,,,,,
7,Veg French Beans Chopped,0.10,1.2,44,52,,,,,,,,,
8,Green Peas Frozen Safal,0.10,1.2,77,92,,,,,,,,,
9,Veg Carrot Cut,0.10,1.2,28,33,,,,,,,,,
10,Veg Cauliflower Cut,0.20,2.4,30,72,,,,,,,,,
11,Everest Haldi Powder,0.00,0.0,188,5,,,,,,,,,
12,Spice Kitchen King Masala,0.00,0.0,500,24,,,,,,,,,
13,Spice Chilli Powder Kashmiri Catch,0.00,0.0,740,36,,,,,,,,,
14,Salt Tata,0.01,0.1,28,3,,,,,,,,,
15,Super Garam Masala Catch,0.00,0.0,326,5,,,,,,,,,
16,Water For Cooking,0.32,3.8,1,4,,,,,,,,,
17,Butter Nutralite,0.02,0.2,105,25,,,,,,,,,
18,Veg Coriander Chopped,0.005,0.1,54,3,,,,,,,,,
19,Veg Green Chilli Chopped,0.005,0.1,53,3,,,,,,,,,
20,Amul Fresh Cream,0.01,0.1,209,25,Photo,,,,,,,,





Total Qty,,1.39,16.6,#N/A,774,,,,,,,,,
25%,Yield Qty,1.0,12.5,Per Kg,62,,,,,,,,,


Corn Methi Malai,,,,,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,,,,,
,,1,36,,,,,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,,,,,19
1,Refined Oil Mahakosh,0.04,1.5,,,"1. Boil the corn in salt water. In a kadai, heat oil,fry the onion keep a side then make a onion paste., take a pan heat oil add whole jeera all khada masala

2. Add haldi pwdr, kashmiri chilli pwdr, dhaniya pwdr, kitchen king & cumin pwdr. add fry onion paste and fresg tamato puree add salt.
3, Roast kasuri methi & keep aside. 

3.  Add water to adjust consistency. Add boiled corn & kasuri methi and cook well.

4. , add garam masala, amul fresh cream and cook further. Add chopped coriander. Check for seasoning and serve hot.        
                
                
                
                
                
                
                
                
                
                
                
                
                
                
                
                
                
                ",,,,,,,,0.8
2,Spice Jeera (Cumin) Whole,0.00,0.0,,,,,,,,,,,0.02
3,Spice Black Cardamom,0.00,0.0,,,,,,,,,,,0.01
4,Spice Tej Patta (Bay Leaf),0.00,0.0,,,,,,,,,,,0.01
5,Spice Cinnamon Stick (Whole),0.00,0.0,,,,,,,,,,,0.005
6,Veg Red Onion Chopped,0.53,18.9,,,,,,,,,,,10
7,Veg Paste Ginger Garlic,0.05,1.9,,,,,,,,,,,1
8,Everest Haldi Powder,0.00,0.0,,,,,,,,,,,0.025
9,Everest Dhaniya Powder,0.00,0.1,,,,,,,,,,,0.03
10,Cumin Powder ( Jeera Powder),0.00,0.0,,,,,,,,,,,0.01
11,Spice Kitchen King Masala,0.00,0.0,,,,,,,,,,,0.025
12,Super Garam Masala Catch,0.00,0.0,,,,,,,,,,,0.01
13,Veg Methi Fresh,0.26,9.5,,,,,,,,,,,5
14,Veg American Corn Frozen,0.18,6.6,,,,,,,,,,,3.5
15,Water For Cooking,0.16,5.7,,,,,,,,,,,3
16,White Gravy,0.16,5.7,,,,,,,,,,,3
17,Salt Tata,0.00,0.0,,,,,,,,,,,0.02
18,White Gravy,0.05,1.9,,,,,,,,,,,1
19,Spice Cardamom Green,0.00,0.0,,,,,,,,,,,0.005
20,Butter Nutralite,0.03,0.9,,,,,,,,,,,0.5
21,Amul Fresh Cream,0.07,0.0,,,,,,,,,,,1.3
22,Veg Coriander Chopped,0.00,0.0,,,,,,,,,,,0.02
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,Photo,,,,,,,,
26,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,1.54,53.0,#N/A,0,,,,,,,,,
14%,Yield Qty,1.3,47.7,Per Kg,0,,,,,,,,,


Hing Tamatar ke Aloo,,,,,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,,,,,
,,1,50,,,,,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,,,,,
1,Veg Potato Peeled,0.45,22.5,17,388,"1. wash potato & boil in pressure cooker , then peel and cut into roughly cubes
2. In a pan heat oil add hing , jeera cook for 2 min 
3. Add fresh tomato puree and all dry spices water and potato ,
4. boil bhaji atleastbfor 30 min , garnish with fresh chop coriander.",,,,,,,,
2,Oil Mustard Ltr,0.025,1.25,147,184,,,,,,,,,
3,Spice Jeera (Cumin) Whole,0.01,0.5,632,316,,,,,,,,,
4,Hing Powder,0.004,0.2,2042,408,,,,,,,,,
5,Tomato Puree Fresh,0.25,12.5,31,388,,,,,,,,,
6,Spice Deggi Mirch Mdh,0.008,0.4,949,380,,,,,,,,,
7,Everest Dhaniya Powder,0.005,0.25,170,43,,,,,,,,,
8,Cumin Powder ( Jeera Powder),0.005,0.25,430,108,,,,,,,,,
9,Spice Kitchen King Masala,0.008,0.4,500,200,,,,,,,,,
10,Salt Tata,0.04,2,28,56,,,,,,,,,
11,Super Garam Masala Catch,0.004,0.2,326,65,,,,,,,,,
12,Veg Coriander Chopped,0.012,0.6,54,32,,,,,,,,,
13,Water For Cooking,0.3,15,1,15,,,,,,,,,
14,Spice Kasturi Methi Catch,0.004,0.2,670,134,,,,,,,,,
15,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,Photo,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,
Total Qty,,1.13,56.3,#N/A,2716,,,,,,,,,
13%,Yield Qty,1.0,48.9,Per Kg,55,,,,,,,,,


Methi Matar Malai,,,,,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,,,,,
,,1,50,,,,,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,,,,,
1,Refined Oil Mahakosh, 0.03 ,1.25,114,143,"1. In a kadai, heat oil, saute cashewnuts, onion dices , green chillies & salt. When onion becomes brown, add tomato puree, cook until tomato is done. Boil green peas and strain. Keep aside.

2. Add haldi pwdr, kashmiri chilli pwdr, dhaniya pwdr, kitchen king pwdr & cumin pwdr. Make a paste of this onion-tomato mixture. Roast kasuri methi & keep aside. 

3. Heat oil in a pan, put black cardamon seeds, jeera. After it crackles, add blendid gravy. Add water to adjust consistency. Add boiled matar & kasuri methi and cook well.

4. Add milk with tempering method, add garam masala butter, amul fresh cream and cook further. Add chopped coriander. Check for seasoning and serve hot .",,,,,,,,
2,White Gravy, 0.03 ,1.5,82,123,,,,,,,,,
3,Veg Red Onion Chopped, 0.10 ,5,34,168,,,,,,,,,
4,Veg Green Chilli Chopped, 0.00 ,0.2,53,11,,,,,,,,,
5,Tomato Puree Fresh, 0.20 ,10,31,310,,,,,,,,,
6,Green Peas Frozen Safal, 0.15 ,7.5,77,578,,,,,,,,,
7,Spice Deggi Mirch Mdh, 0.01 ,0.25,949,237,,,,,,,,,
8,Everest Haldi Powder, 0.01 ,0.25,188,47,,,,,,,,,
9,Everest Dhaniya Powder, 0.01 ,0.5,170,85,,,,,,,,,
10,Spice Kitchen King Masala, 0.01 ,0.5,500,250,,,,,,,,,
11,Cumin Powder ( Jeera Powder), 0.01 ,0.25,430,108,,,,,,,,,
12,Veg Methi Fresh, 0.30 ,15,69,1035,,,,,,,,,
13,Spice Black Cardamom,0.003,0.15,1325,199,,,,,,,,,
14,Spice Jeera (Cumin) Whole,0.005,0.25,632,158,,,,,,,,,
15,Milk Amul Taaza Toned ( Fresh ) ,0.25,12.5,54,675,,,,,,,,,
16,Spice Kasturi Methi Catch,0.01,0.5,670,335,,,,,,,,,
17,Super Garam Masala Catch,0.004,0.2,326,65,,,,,,,,,
18,Amul Fresh Cream,0.05,2.5,209,523,,,,,,,,,
19,Water For Cooking,0.18,9,1,9,,,,,,,,,
20,Veg Coriander Chopped,0.01,0.5,54,27,Photo,,,,,,,,
21,,,0,,,,,,,,,,,
22,,,0,,,,,,,,,,,
23,,,0,,,,,,,,,,,
24,,,0,,,,,,,,,,,
25,,,0,,,,,,,,,,,
Total Qty,,1.36,67.8,,5084,,,,,,,,,
25%,Yield Qty,1.0,50.9,Per Kg,100,,,,,,,,,


Lauki ke Kofte,,,,,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,,,,,
,,1,44,,,,,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,,,,,
1,Refined Oil Mahakosh,0.03,1.10,114,125,"1. In a kadai, heat oil, add cinnamon, tej patta & jeera. Add besan, kashmiri chilli powder, jeera powder, haldi and hing and cook well. 

2. After 3-4 mins, add fresh tomato puree and salt and cook until oil seperates. Cook until gravy is fully done.

3. Add whipped curd and cook further, add water, chopped coriander, garam masala, kasuri methi and cook further. Keep the gravy consistency thin. Check for seasoning.",,,,,,,,
2,Spice Cinnamon Stick (Whole),0.00,0.04,303,13,,,,,,,,,
3,Spice Tej Patta (Bay Leaf),0.00,0.04,168,7,,,,,,,,,
4,Spice Jeera (Cumin) Whole,0.00,0.13,632,83,,,,,,,,,
5,Besan,0.01,0.44,107,47,,,,,,,,,
6,Cumin Powder ( Jeera Powder),0.00,0.18,430,76,,,,,,,,,
7,Spice Chilli Powder Kashmiri Catch,0.00,0.13,740,98,,,,,,,,,
8,Everest Haldi Powder,0.00,0.13,188,25,,,,,,,,,
9,Hing Powder,0.00,0.09,2042,180,,,,,,,,,
10,Makhani Gravy,0.70,30.80,#REF!,#REF!,,,,,,,,,
11,Salt Tata,0.01,0.31,28,9,,,,,,,,,
12,Curd,0.05,0.06,70,4,,,,,,,,,
13,Veg Coriander Chopped,0.01,0.00,54,0,,,,,,,,,
14,Super Garam Masala Catch,0.00,0.00,326,0,,,,,,,,,
15,Spice Kasturi Methi Catch,0.00,0.00,670,0,,,,,,,,,
16,Water For Cooking,0.26,0.12,1,0,,,,,,,,,
17,Kofta for Lauki Kofta,0.24,0.04,#REF!,#REF!,,,,,,,,,
18,Spice Fennel Seed (Saunf),0.00,0.00,381,0,,,,,,,,,
19,Spice Kitchen King Masala,0.00,0.00,500,0,,,,,,,,,
20,Spices Dhaniya Whole,0.00,0.00,144,0,,,,,,,,,
21,Veg Ginger Chopped,0.00,0.09,145,13,,,,,,,,,
22,Veg Green Chilli Chopped,0.00,0.00,53,0,,,,,,,,,


,,,,,,Photo,,,,,,,,





Total Qty,,1.34,33.7,#N/A,#REF!,,,,,,,,,
25%,Yield Qty,1.0,44.1,Per Kg,#REF!,,,,,,,,,


Veg Kofta Curry,,,,,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,,,,,
,,1,23,,,,,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,,,,,23
1,Veg Red Onion Chopped,0.30,7.00,34,235,"1. Fry cashew lightly and blend with brown onions into a smooth paste. Add curd & water and grind further. Set aside.

2. Heat oil in pan, add tejpatta, cinnamon, green cardamom, black cardamom, cloves. Add ginger-garlic paste and saute well. Add haldi, kashmiri chilli pwdr, dhaniya pwdr & cumin pwdr and cook for 1 min more.

3. Add fresh tomato puree and cook, add onion-cashew paste and stir well. Cook until the gravy leaves oil. Add water to adjust consistency.

4. Add salt, garam masala pwdr, kasuri methi, chopped coriander and cream.

5. Send kofta seperate 240gms / kg and curry seperate.",,,,,,,,7
2,Refined Oil Mahakosh,0.04,1.00,114,114,,,,,,,,,1
3,Curd,0.02,0.50,70,35,,,,,,,,,0.5
4,Spice Tej Patta (Bay Leaf),0.00,0.01,168,2,,,,,,,,,0.01
5,Spice Cinnamon Stick (Whole),0.00,0.01,303,3,,,,,,,,,0.01
6,Spice Laung (Cloves),0.00,0.01,1244,12,,,,,,,,,0.01
7,Spice Cardamom Green,0.00,0.01,2188,22,,,,,,,,,0.01
8,Veg Paste Ginger Garlic,0.01,0.30,90,27,,,,,,,,,0.3
9,Everest Haldi Powder,0.00,0.05,188,9,,,,,,,,,0.05
10,Spice Chilli Powder Kashmiri Catch,0.00,0.04,740,30,,,,,,,,,0.04
11,Everest Dhaniya Powder,0.00,0.04,170,7,,,,,,,,,0.04
12,Cumin Powder ( Jeera Powder),0.00,0.06,430,26,,,,,,,,,0.06
13,Tomato Puree Fresh,0.35,8.00,31,248,,,,,,,,,8
14,Salt Tata,0.01,0.15,28,4,,,,,,,,,0.15
15,Spice Kasturi Methi Catch,0.00,0.01,670,7,,,,,,,,,0.01
16,Super Garam Masala Catch,0.00,0.02,326,7,,,,,,,,,0.02
17,Veg Coriander Chopped,0.00,0.02,54,1,,,,,,,,,0.02
18,Water For Cooking,0.13,0.13,1,0,,,,,,,,,3
19,Koftas for Kofta Curry,0.26,0.26,#REF!,#REF!,,,,,,,,,6
20,Spice Kitchen King Masala,0.00,0.00,500,0,Photo,,,,,,,,0.07
21,Spice Fennel Seed (Saunf),0.00,0.00,381,#REF!,,,,,,,,,0.02
22,,,,#N/A,,,,,,,,,,
23,,,,#N/A,,,,,,,,,,
24,,,,#N/A,,,,,,,,,,
25,,,,#N/A,,,,,,,,,,
Total Qty,,1.14,17.6,#N/A,#REF!,,,,,,,,,
10%,Yield Qty,1.0,23.7,Per Kg,#REF!,,,,,,,,,


Gatte for Gatte ki Sabzi,,,,,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,,,,,
,,1,22,,,,,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,,,,,
1,Besan,0.6,13.2,107,1412,"1. In a bowl, mix besan, ajwain, kasturi methi, salt, red chilli powder, dalda vanaspati, water and chopped coriander and form a smooth dough
2. Roll it to half inch thickness stick and set aside. 
3. In a pot, heat water and poach the gatta for 7-8 mins. / Alternatively, the gattas can be steamed as well. 
4. Cut the gattas into 5gm roundels and flash fry them on a medium flame in hot oil. Set aside.",,,,,,,,
2,Spice Ajwain,0.004,0.088,248,22,,,,,,,,,
3,Spice Kasturi Methi Catch,0.004,0.088,670,59,,,,,,,,,
4,Salt Tata,0.008,0.176,28,5,,,,,,,,,
,Red Chilli Powder Eastmade,0.004,0.088,357,31,,,,,,,,,
,Dalda,0.015,0.33,130,43,,,,,,,,,
,Water For Cooking,0.2,4.4,1,4,,,,,,,,,
,Veg Coriander Chopped,0.01,0.22,54,12,,,,,,,,,
,Refined Oil Mahakosh,0.02,0.44,114,50,,,,,,,,,
,Water For Cooking,0.26,5.72,1,6,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,Photo,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
,,,0,#N/A,,,,,,,,,,
Total Qty,,1.13,24.8,#N/A,1645,,,,,,,,,
9%,Yield Qty,1.0,22.5,Per Kg,73,,,,,,,,,


Matar Mushroom,,,,,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,,,,,
,,1,34,,,,,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,,,,,
1,Refined Oil Mahakosh, 0.03 ,1.0,114,116,"1. In a pot, heat oil, add jeera, black cardamom, tej patta. Let it crackle.
2. Add ginger garlic paste and saute well. Add all dry powders and saute for a while. Add onion-tomato gravy. 
3. Add white  gravy and cook for 2-3 mins. Add green peas, fried makhana, butter, cream, green chilli paste, hot water and cook for 10 mins. 
4. Add salt, chopped coriander and serve hot",,,,,,,,
2,Spice Jeera (Cumin) Whole, 0.00 ,0.0,632,20,,,,,,,,,
3,Spice Black Cardamom, 0.00 ,0.0,1325,8,,,,,,,,,
4,Spice Tej Patta (Bay Leaf), 0.00 ,0.0,168,0,,,,,,,,,
5,Onion-Tomato Gravy, 0.56 ,19.0,25,476,,,,,,,,,
6,Spice Chilli Powder Kashmiri Catch, 0.00 ,0.1,740,47,,,,,,,,,
7,Everest Haldi Powder, 0.00 ,0.1,188,9,,,,,,,,,
8,Red Chilli Powder Eastmade, 0.00 ,0.1,357,22,,,,,,,,,
9,Everest Dhaniya Powder, 0.00 ,0.1,170,21,,,,,,,,,
10,Spice Kitchen King Masala, 0.00 ,0.0,500,16,,,,,,,,,
11,Spice Kasturi Methi Catch, 0.00 ,0.0,670,21,,,,,,,,,
12,Cumin Powder ( Jeera Powder), 0.00 ,0.0,430,14,,,,,,,,,
13,Super Garam Masala Catch, 0.00 ,0.0,326,10,,,,,,,,,
14,Veg Paste Ginger Garlic, 0.01 ,0.3,90,28,,,,,,,,,
15,White Gravy, 0.06 ,2.0,82,163,,,,,,,,,
16,Green Peas Frozen Safal, 0.15 ,5.1,77,393,,,,,,,,,
17,Fresh Mushroom Button, 0.15 ,5.1,150,765,,,,,,,,,
18,Veg Green Chilli Chopped, 0.00 ,0.1,53,3,,,,,,,,,
19,Butter Nutralite, 0.01 ,0.3,105,33,,,,,,,,,
20,Amul Fresh Cream, 0.02 ,0.6,209,132,Photo,,,,,,,,
21,Veg Coriander Chopped, 0.01 ,0.2,54,10,,,,,,,,,
22,Salt Tata, 0.01 ,0.4,28,12,,,,,,,,,
23,Water For Cooking, 0.06 ,1.9,1,2,,,,,,,,,
24,,,0,,,,,,,,,,,
25,,,0,,,,,,,,,,,
Total Qty,,1.08,36.6,,2323,,,,,,,,,
5%,Yield Qty,1.0,34.7,Per Kg,67,,,,,,,,,


Amritsari Wadi Aloo,,,,,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,,,,,
,,1,33,,,,,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,,,,,
1,Amritsari Urad Dal Wadi, 0.05 ,1.65,675,1114,"1. In a pan, heat oil, saute wadi for 4-5 mins on a medium flame and set aside. Cut potatoes into cubes and boil and set aside.
2. In the same oil, add cumin seeds, chopped garlic and saute for awhile, Add hing and cook for another 2 mins. Add chopped onions and let it cook on a medium flame until browned. Add chopped ginger.
3. Add kashmiri chilli pwdr, dhaniya pwdr & haldi pwdr and cook. Add tomato puree and cook until it leaves oil. Add wadi & boiled potatoes and let it cook for another 10 minutes. Add water, garam masala, kasuri methi pwdr and chopped coriander. Check for seasoninh and conisitency. Serve hot.",,,,,,,,
2,Veg Potato Peeled, 0.30 ,9.9,17,171,,,,,,,,,
3,Veg Red Onion Chopped, 0.20 ,6.6,34,222,,,,,,,,,
4,Refined Oil Mahakosh, 0.02 ,0.66,114,75,,,,,,,,,
5,Veg Garlic Peeled/Chopped, 0.01 ,0.33,209,69,,,,,,,,,
6,Veg Ginger Chopped, 0.01 ,0.33,145,48,,,,,,,,,
7,Tomato Puree Fresh, 0.25 ,8.25,31,256,,,,,,,,,
8,Water For Cooking, 0.30 ,9.9,1,10,,,,,,,,,
9,Spice Chilli Powder Kashmiri Catch, 0.00 ,0.066,740,49,,,,,,,,,
10,Everest Haldi Powder, 0.00 ,0.066,188,12,,,,,,,,,
11,Super Garam Masala Catch, 0.00 ,0.033,326,11,,,,,,,,,
12,Spice Kasturi Methi Catch, 0.00 ,0.033,670,22,,,,,,,,,
13,Veg Coriander Chopped,0.02,0.66,54,36,,,,,,,,,
14,Everest Dhaniya Powder,0.01,0.33,170,56,,,,,,,,,
15,Salt Tata,0.007,0.231,28,6,,,,,,,,,
16,Spice Jeera (Cumin) Whole,0.001,0.033,632,21,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,Photo,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,

25,,,,,,,,,,,,,,
Total Qty,,1.18,39.1,,2177,,,,,,,,,
15%,Yield Qty,1.0,33.2,Per Kg,66,,,,,,,,,


